No,Code,River,Detail,Amphoe,Province,Lat,Long,Remark,Bank_level,Normal_WL,Danger_WL,River_cap,Normal_Q,Danger_Q
528,X.176,แม่น้ำตาปี,บ้านหาดทรายแก้ว,ฉวาง,นครศรีธรรมราช,8.429302,99.510208,"WL,Q",,,,,,
529,X.180,คลองท่าตะเภา,สะพานเทศบาล 2,เมือง,ชุมพร,10.497059,99.170124,WL,3.7,3,3.7,,,
530,X.195,แม่น้ำตาปี,บ้านต้นโพธิ์,ฉวาง,นครศรีธรรมราช,,,WL,38,36,38,,,
531,X.198,คลองสินปุน,บ้านบางรูป,พระแสง,นครศรีธรรมราช,,,"WL,Q",,,,,,
532,X.200,คลองท่าดี,บ้านวังไทร,ลานสกา,นครศรีธรรมราช,8.408358,99.797853,"WL,Q",35.2,32.5,35.2,245,36,245
533,X.201A,คลองชุมพร (บน),บ้านท่าไม้ลาย,เมือง,ชุมพร,10.503342,98.964404,"WL,Q",41,39,41,145,42.5,145
534,X.203,คลองท่าดี,บ้านนาป่า,เมือง,นครศรีธรรมราช,8.396292,99.920134,"WL,Q",10.5,9.5,10.5,39.55,15.35,39.55
535,X.212,คลองหลังสวน (ล่าง),ถนนลูกเสือ,หลังสวน,ชุมพร,9.95473,99.080043,"WL,Q",6,4.5,6,1029,688.5,1029
536,X.213,คลองหลังสวน (บน),บ้านพะโต๊ะ,พะโต๊ะ,ชุมพร,9.783568,98.777812,"WL,Q,R",49.5,47,49.5,672,322,672
537,X.214,คลองละแม (ล่าง),บ้านเขาหลวง,ละแม,ชุมพร,,,WL,,,,,,
538,X.217,แม่น้ำตาปี,บ้านเคียนซา,เคียนซา,สุราษฎร์ธานี,8.84753,99.198863,"WL,Q",6,4.5,6,1340,703.5,1340
539,X.243,แม่น้ำตาปี,บ้านควนกลาง (1),พิปูน,นครศรีธรรมราช,8.559639,99.536333,"WL,Q,R",,,,,,
540,X.248,คลองรับร่อ,บ้านหาดใน,ท่าแซะ,ชุมพร,10.637701,99.05022,"WL,R",23.89,22,23.89,,,
541,X.258,คลองอิปัน (บน),บ้านใหม่,พระแสง,สุราษฎร์ธานี,,,"WL,Q,R",,,,,,
542,X.260,คลองอิปัน (ล่าง),บ้านอาพาธ,พระแสง,สุราษฎร์ธานี,,,"WL,Q,R",,,,,,
543,X.269,คลองตะโก (บน),บ้านห้วยใหญ่,ทุ่งตะโก,ชุมพร,,,WL,,,,,,
544,X.284,คลองท่าวัง (ท่าชัก),สะพานนราเมศวร์,เมือง,นครศรีธรรมราช,,,WL,,,,,,
545,X.285,คลองนครน้อย,สนามหน้าเมือง,เมือง,นครศรีธรรมราช,8.427667,99.96143,"WL,R",2.5,2,2.5,,,
546,X.286,คลองป่าเหล้า,ชุมชนหอไตร,เมือง,นครศรีธรรมราช,,,WL,,,,,,
547,X.287,คลองสวนหลวง,ชุมชนเพชรจริก,เมือง,นครศรีธรรมราช,,,WL,,,,,,
548,X.288,คลองคูพาย,ชุมชนเพชรจริก,เมือง,นครศรีธรรมราช,,,WL,,,,,,
549,X.289,คลองเสาธง,วัดถลุงทอง,ร่องพิบูลย์,นครศรีธรรมราช,8.3062,99.85992,"WL,Q",,,,,,
550,X.293,คลองชุมพร (บน),บ้านนา,เมือง,ชุมพร,10.497272,99.077528,"WL,Q",,,,,,
551,X.44,คลองอู่ตะเภา,บ้านหาดใหญ่ใน,หาดใหญ่,สงขลา,7.002176,100.45606,"WL,Q",7.4,6,7.4,521,329,521
552,X.67A,คลองรัตภูมิ,บ้านนาสีทอง,รัตภูมิ,สงขลา,7.113933,100.204313,"WL,Q,R",,,,,,
553,X.68,คลองท่าแค,บ้านท่าแค,เมือง,พัทลุง,7.56871,100.048498,"WL,Q",15.6,14.5,15.6,60,24.1,60
554,X.71B,คลองต่ำ,บ้านควนลัง,หาดใหญ่,สงขลา,,,WL,,,,,,
555,X.90,คลองอู่ตะเภา,บ้านบางศาลา,หาดใหญ่,สงขลา,6.931245,100.439861,"WL,Q,R",9.34,8,9.34,777.8,448,777.8
556,X.109,คลองบางแก้ว,บ้านควนอินนอโม,ตะโหมด,พัทลุง,,,"WL,Q",,,,,,
557,X.112,คลองอู่ตะเภา,บ้านตะเคียนเภา,สะเดา,สงขลา,,,"WL,Q",,,,,,
558,X.113,คลองหล้าปัง,บ้านทุ่งปราบ,สะเดา,สงขลา,6.635038,100.393409,"WL,Q,R",36.48,34.5,36.48,104.6,33,104.6
559,X.129,คลองอีโต,บ้านคลองอีโต,บางแก้ว,พัทลุง,,,"WL,Q",,,,,,
560,X.170,คลองลำ,บ้านคลองลำ,ศรีนครินทร์,พัทลุง,7.559007,99.98756,"WL,Q,R",25.2,24,25.2,348,188,348
561,X.173A,คลองอู่ตะเภา,บ้านม่วงก็อง,สะเดา,สงขลา,6.8232,100.438199,"WL,Q,R",16.13,15,16.13,272.9,163,272.9
562,X.174,คลองหวะ,บ้านคลองหวะ,หาดใหญ่,สงขลา,6.986368,100.481867,"WL,Q,R",8.88,6.5,8.88,190,62,190
563,X.181,คลองอู่ตะเภา,บ้านหาร,บางกล่ำ,สงขลา,,,WL,,,,,,
564,X.240,คลองวาด (บน),บ้านหูแร่,หาดใหญ่,สงขลา,,,"WL,Q,R",,,,,,
565,X.265,คลองนุ้ย,หน้าวัดภูผาพิมุข,เมือง,พัทลุง,7.616891,100.078894,WL,8,7.5,8,,,
566,X.267,คลองท่าเชียด,บ้านแม่ขรี,ตะโหมด,พัทลุง,,,"WL,Q",,,,,,
567,X.276,คลองท่าแนะ (บน),บ้านเขาปู่,ศรีบรรพต,พัทลุง,7.707236,99.841744,"WL,Q,R",53.9,52,53.9,63.25,14.5,63.25
568,X.277,คลองท่าแนะ (ล่าง),บ้านพิกุลทอง,ควนขนุน,พัทลุง,7.740179,99.980018,WL,20.9,19.9,20.9,,,
569,X.282,คลองนาทวี,ตลาดนาทวี,นาทวี,สงขลา,,,"WL,R",,,,,,
570,X.292,คลองรัตภูมิ,หน้าวัดห้วยหลาด,รัตภูมิ,สงขลา,7.14343,100.278173,WL,,,,,,
571,X.10A,แม่น้ำปัตตานี,สะพานเดชานุชิต,เมือง,ปัตตานี,6.868398,101.253073,WL,1.15,0.8,1.15,,,
572,X.40A,แม่น้ำปัตตานี,บ้านท่าสาป,เมือง,ยะลา,6.552798,101.266294,"WL,Q",16.5,15.5,16.5,644,442,644
573,X.40B,แม่น้ำปัตตานี,ท้ายเขื่อนปัตตานี,เมือง,ยะลา,,,WL,12.16,11,12.16,,,
574,X.73,คลองตันหยงมัส,บ้านตันหยงมัส,ระแงะ,นราธิวาส,6.29771,101.731674,"WL,Q",14.9,13.9,14.9,126,78.5,126
575,X.73A,คลองตันหยงมัส,บ้านบองอ,ระแงะ,นราธิวาส,6.170006,101.713031,WL,,,,,,
576,X.77,แม่น้ำปัตตานี,บ้านหัวสะพาน,บันนังสตา,ยะลา,6.262033,101.268219,"WL,Q",39.7,38,39.7,644,258,644
577,X.119,แม่น้ำโก-ลก,บ้านมูโน๊ะ,สุไหงโก-ลก,นราธิวาส,6.074279,102.040062,WL,7,6,7,,,
578,X.119A,แม่น้ำโก-ลก,บริเวณสะพานลันตู,สุไหงโก-ลก,นราธิวาส,6.022918,101.975244,"WL,Q",9.3,8.3,9.3,313,220,313
579,X.175,คลองยะหา,บ้านยะหา,ยะหา,ยะลา,,,WL,27.77,26.5,27.77,,,
580,X.184,แม่น้ำสายบุรี,บ้านซากอ,ศรีสาคร,นราธิวาส,6.227159,101.496947,"WL,Q",31.4,28,31.4,1638,727,1638
581,X.199,แม่น้ำสายบุรี,บ้านท่าเรือ,รือเสาะ,นราธิวาส,6.35155,101.494108,WL,22.3,20.3,22.3,,,
582,X.272A,แม่น้ำสายบุรี,บ้านลาคอ,สายบุรี,ปัตตานี,6.67649,101.606411,WL,3.6,3,3.6,,,
583,X.273,แม่น้ำสายบุรี,บ้านปายอยือนิ,รามัน,ยะลา,6.479811,101.444911,WL,16.5,14.5,16.5,,,
584,X.274,แม่น้ำโก-ลก,บ้านบูเก๊ะตา,แว้ง,นราธิวาส,5.839205,101.892307,"WL,Q,R",23.5,22.4,23.5,254,139,254
585,X.275,แม่น้ำปัตตานี,บ้านบริดอ,เมือง,ปัตตานี,6.821519,101.244889,WL,2,1.5,2,,,
586,X.283,แม่น้ำปัตตานี,บ้านปรีกี,ยะรัง,ปัตตานี,6.715493,101.285399,WL,10,9.5,10,,,
587,X.47,แม่น้ำตรัง,บ้านท่าจีน,เมือง,ตรัง,7.555793,99.578504,WL,5.3,4.3,5.3,,,
588,X.56,แม่น้ำตรัง,บ้านท่าประดู่,ห้วยยอด,ตรัง,7.77098,99.537302,"WL,Q",15.7,14,15.7,445,274,445
589,X.110,คลองลำภูรา,บ้านลำภูรา,ห้วยยอด,ตรัง,,,"WL,Q",,,,,,
590,X.139A,คลองปะเหลียน,บ้านปะเหลียนใน,ปะเหลียน,ตรัง,7.320094,99.795697,"WL,Q,R",24.2,23.8,24.2,138,87,138
591,X.148,คลองลำโลน,บ้านอุไดใต้,ควนกาหลง,สตูล,,,"WL,Q",,,,,,
592,X.150,คลองละงู,บ้านวังพระเคียน,ละงู,สตูล,6.940828,99.872902,"WL,Q,R",12.8,11.5,12.8,265,183,265
593,X.186,คลองตะกั่วป่า,บ้านตลาดเก่า,ตะกั่วป่า,พังงา,8.829339,98.369211,WL,4.4,3.4,4.4,,,
594,X.187,คลองตะกั่วป่า,บ้านหินดาน,ตะกั่วป่า,พังงา,8.776191,98.390477,"WL,Q,R",8.25,7.5,8.25,630,514,630
595,X.188A,คลองรมณีย์,บ้านรมณีย์,กะปง,พังงา,8.833343,98.458535,"WL,Q,R",17.46,16,17.46,170.3,97,170.3
596,X.190A,คลองบางใหญ่ (บน),บ้านเก็ตโฮ่,กระทู้,ภูเก็ต,7.903395,98.349675,"WL,Q",17.13,15.5,17.13,61.05,6.3,61.05
597,X.191,คลองบางใหญ่ (ล่าง),โรงเรียนสตรีภูเก็ต,เมือง,ภูเก็ต,7.891058,98.391732,"WL,Q,R",4,3,4,42.9,18.8,42.9
598,X.196,คลองกะปง,บ้านท่านา,กะปง,พังงา,8.702452,98.409122,"WL,Q",18.54,16.5,18.54,235,69,235
599,X.205,คลองละอุ่น,บ้านละอุ่นใต้,ละอุ่น,ระนอง,,,"WL,Q",,,,,,
600,X.207,คลองกระบุรี,บ้านบางน้ำจืด,กระบุรี,ระนอง,10.400022,98.786481,"WL,Q,R",4.6,3,4.6,32.8,9.9,32.8
601,X.207A,คลองกระบุรี,บ้านบางน้ำจืด,กระบุรี,ระนอง,,,WL,,,,,,
602,X.208A,คลองกะเปอร์,บ้านทุ่งใหญ่,กะเปอร์,ระนอง,,,"WL,Q",,,,,,
603,X.209,คลองหาดส้มแป้น (ล่าง),ถนนเพชรเกษม,เมือง,ระนอง,9.958392,98.648548,"WL,Q",9.8,8.5,9.8,93.5,28.5,93.5
604,X.228,แม่น้ำตรัง,บ้านกลาง,เมือง,ตรัง,7.64528,99.5325,"WL,Q",8.4,8.3,8.4,505,490,505
605,X.231A,คลองละงู,ชุมชนประชาบำรุง,ละงู,สตูล,6.87577,99.78264,WL,3,2.3,3,,,
606,X.233,แม่น้ำตรัง,บ้านไสหาร,ห้วยยอด,ตรัง,7.907409,99.542433,"WL,Q",21.7,20,21.7,243,175,243
607,X.234,แม่น้ำตรัง (ล่าง),บ้านป่าหมาก,เมือง,ตรัง,7.588889,99.576944,"WL,Q",6.4,4.5,6.4,425,230,425
608,X.236,คลองปะเหลียน (ล่าง),บ้านย่านตาขาว,ย่านตาขาว,ตรัง,7.371944,99.676944,"WL,Q,R",5.1,4,5.1,224.5,153,224.5
609,X.239,คลองดุสน,บ้านฉลุงเหนือ,เมือง,สตูล,6.726616,100.062743,"WL,Q,R",16.2,15,16.2,87,36,87
610,X.245,คลองพังงา,บ้านบางตง,เมือง,พังงา,,,"WL,Q",,,,,,
611,X.261,คลองท่าแพ (บน),บ้านการะเกตุ,ควนกาหลง,สตูล,,,"WL,Q",,,,,,
612,X.279,คลองดุสน,บ้านปันจอร์,ควนโดน,สตูล,6.777411,100.071486,"WL,Q",23.2,22,23.2,84,50.5,84
613,X.280,คลองดุสน,ซอยทรายทอง,เมือง,สตูล,6.645141,100.06741,WL,3,2.3,3,,,
614,X.281,คลองดุสน,บ้านดุสน,ควนโดน,สตูล,6.8035,100.0966,"WL,R",29.19,28.21,29.19,,,
615,X.290A,คลองโรงหัด,บ้านเจ็ดท่อ,เมือง,ระนอง,,,"WL,Q",,,,,,
616,X.291,คลองเหล,บ้านช้างเชื่อ,กะปง,พังงา,,,"WL,Q",,,,,,
617,X.294,คลองญวน,บ้านสองแพรก,กระบุรี,ระนอง,10.266246,98.825832,WL,,,,,,
618,X.295,คลองถลาง,หน้าเทศบาลเทพกษัตรี,ถลาง,ภูเก็ต,8.029508,89.333103,WL,,,,,,
619,X.296,คลองท่าเรือ,บ้านท่าเรือ,ถลาง,ภูเก็ต,7.976205,98.369777,WL,,,,,,
