No,Code,River,Detail,Amphoe,Province,Lat,Long,Remark,Bank_level,Normal_WL,Danger_WL,River_cap,Normal_Q,Danger_Q
344,C.29B,แม่น้ำเจ้าพระยา,วัดกร่าง,สามโคก,ปทุมธานี,14.116582,100.537429,WL,3,2.75,3,3600,,
345,C.35,แม่น้ำเจ้าพระยา,บ้านป้อม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.369104,100.528735,"WL,Q",4.35,3.55,4.35,1224,,
346,C.36,คลองบางหลวง,บ้านบางหลวงโดด,บางบาล,พระนครศรีอยุธยา,14.415883,100.440803,"WL,Q",4.36,3.75,4.36,425,,
347,C.37,คลองบางบาล,บ้านบางบาล,บางบาล,พระนครศรีอยุธยา,14.363193,100.484823,"WL,Q",4.14,3.55,4.14,135,,
348,C.38,แม่น้ำเจ้าพระยา,โรงเรียนคณะราษฎร์บำรุง,เมือง,ปทุมธานี,14.01987,100.53738,WL,3.45,2.5,3.45,,,
349,C.44,แม่น้ำเจ้าพระยา,บ้านอินทร์บุรี,อินทร์บุรี,สิงห์บุรี,15.006068,100.331307,"WL,Q",,,,,,
350,C.45,แม่น้ำเจ้าพระยา,บ้านบางน้ำเชี่ยว,พรหมบุรี,สิงห์บุรี,14.790832,100.451983,"WL,Q",,,,,,
351,C.46,แม่น้ำเจ้าพระยา,บ้านไชโย,ไชโย,อ่างทอง,14.716806,100.440344,"WL,Q",,,,,,
352,C.47,แม่น้ำเจ้าพระยา,บ้านป่าโมก,ป่าโมก,อ่างทอง,14.498168,100.449315,"WL,Q",,,,,,
353,C.56,แม่น้ำเจ้าพระยา,บ้านท่าน้ำอ้อย,พยุหะคีรี,นครสวรรค์,15.426603,100.135855,"WL,Q",,,,,,
354,C.60,คลองท่าตะโก,บ้านท่าตะโก,ท่าตะโก,นครสวรรค์,15.625926,100.470665,WL,,,,,,
355,C.64,บึงบอระเพ็ด,ท่าข้าวกำนันทรง,เมือง,นครสวรรค์,15.687222,100.129444,"WL,Q",,,,,,
356,C.65,คลองบางประมุง,สะพานบางประมุง,โกรกพระ,นครสวรรค์,15.663056,100.058611,WL,,,,,,
357,C.66,แม่น้ำเจ้าพระยา,สะพานโคกจันทร์,สรรพยา,ชัยนาท,15.109167,100.268056,WL,,,,,,
358,C.67,แม่น้ำน้อย,หัวเวียง,เสนา,พระนครศรีอยุธยา,14.368509,100.414393,"WL,Q",2.75,2.5,2.75,,,
359,C.68,แม่น้ำน้อย,เสนา,เสนา,พระนครศรีอยุธยา,14.327789,100.405437,"WL,Q",3.2,3,3.2,,,
360,Ct.2A,แม่น้ำสะแกกรัง,บ้านหาดทนง,เมือง,อุทัยธานี,15.410852,100.057065,"WL,Q,R",,,,21.34,20.8,21.34
361,Ct.4,น้ำแม่วงก์,บ้านศาลเจ้าไก่ต่อ,ลาดยาว,นครสวรรค์,15.78586,99.67837,"WL,Q,R",71,70.55,71,168,,
362,Ct.5A,น้ำแม่วงก์,บ้านปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,15.928318,99.502369,"WL,Q,R",106.86,106.2,106.86,234,,
363,Ct.7,คลองโพธิ์,บ้านใหม่คลองเจริญ,แม่เปิน,นครสวรรค์,15.641737,99.508398,"WL,Q,R",104.88,104.2,104.88,170,,
364,Ct.8,น้ำแม่วงก์,บ้านโคกหม้อ,ทัพทัน,อุทัยธานี,15.539291,99.894665,"WL,Q",33.5,33,33.5,280,,
365,Ct.9,ห้วยทับเสลา,บ้านบุ่งอ้ายเจี้ยม,ลานสัก,อุทัยธานี,,,"WL,Q",127.47,126.9,127.47,280,,
366,Ct.19,ห้วยตากแดด,บ้านดอนใหญ่,เมือง,อุทัยธานี,15.460303,100.021733,"WL,Q",24.35,23.4,24.35,510,,
367,Ct.20,ห้วยทับเสลา,บ้านสะพานเหล็ก,ลานสัก,อุทัยธานี,15.4359,99.607605,"WL,Q",,,,,,
368,Ct.21,ห้วยก้านยาว,บ้านบึงโคกช้าง,สว่างอารมณ์,อุทัยธานี,15.633583,99.706388,WL,,,,,,
369,Ct.22,ห้วยขวี,บ้านหมกแถว,หนองขาหย่าง,อุทัยธานี,15.341479,99.985611,WL,,,,,,
370,Ct.23,ห้วยรัง,บ้านห้วยรัง,ลานสัก,อุทัยธานี,15.482713,99.490775,WL,,,,,,
371,Ct.24,คลองระแวง,บ้านจักษา,เมือง,อุทัยธานี,15.40605,100.0431,WL,,,,,,
372,Ct.25,แม่น้ำสะแกกรัง,สะพานวังร่มเกล้า,ทัพทัน,อุทัยธานี,15.502823,99.967068,"WL,Q",30.2,29.5,30.2,630,,
373,S.3,แม่น้ำป่าสัก,บ้านตาลเดี่ยว,หล่มสัก,เพชรบูรณ์,16.781573,101.246692,"WL,Q",,,,,,
374,S.4B,แม่น้ำป่าสัก,ในเมือง,เมือง,เพชรบูรณ์,16.423216,101.162076,"WL,Q",,,,,,
375,S.5,แม่น้ำป่าสัก,สะพานปรีดี-ธำรง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.358716,100.58045,WL,4.7,4.2,4.7,1400,,
376,S.7A,ลำมวกเหล็ก,วัดท่าระหัด,วังม่วง,สระบุรี,14.789516,101.117092,"WL,Q",49.4,48.7,49.4,220,,
377,S.9,แม่น้ำป่าสัก,บ้านป่า,แก่งคอย,สระบุรี,14.629184,101.014437,"WL,Q,R",19.95,18.8,19.95,1200,,
378,S.10,ห้วยน้ำพุง,บ้านหินฮาว,หล่มเก่า,เพชรบูรณ์,,,WL,,,,,,
379,S.14,ลำสนธิ,บ้านท่ารวก,ชัยบาดาล,ลพบุรี,15.225279,101.277459,"WL,Q",62,61,62,191,,
380,S.17,ห้วยน้ำชุน,บ้านฝายวังบน,หล่มสัก,เพชรบูรณ์,,,WL,,,,,,
381,S.26,แม่น้ำป่าสัก,ท้ายเขื่อนพระราม 6,ท่าเรือ,พระนครศรีอยุธยา,14.560117,100.719943,"WL,Q",7.2,6.1,7.2,641,,
382,S.28,แม่น้ำป่าสัก,ท้ายเขื่อนป่าสักชลสิทธิ์,พัฒนานิคม,ลพบุรี,14.834639,101.084302,"WL,Q,R",31.46,29.9,31.46,1217,,
383,S.32,แม่น้ำป่าสัก,สถานีแพดับเพลิง,เมือง,สระบุรี,14.55752,100.924221,"WL,Q",12.8,11.55,12.8,973,,
384,S.33,แม่น้ำป่าสัก,บ้านท่าไฮหยอง,หล่มเก่า,เพชรบูรณ์,17.00406,101.3529,"WL,Q,R",,,,,,
385,S.36,แม่น้ำป่าสัก,บ้านโนนทอง,หล่มสัก,เพชรบูรณ์,,,"WL,Q",,,,,,
386,S.40,ลำสนธิ,บ้านจงโก,ลำสนธิ,ลพบุรี,15.252266,101.34107,WL,,,,,,
387,S.41,น้ำก้อ,บ้านน้ำก้อ,หล่มเก่า,เพชรบูรณ์,,,WL,,,,,,
388,S.42,แม่น้ำป่าสัก,บ้านบ่อรัง,วิเชียรบุรี,เพชรบูรณ์,15.578297,101.088613,"WL,Q,R",,,,,,
389,S.43,แม่น้ำป่าสัก,บ้านพูลทรัพย์,ชัยบาดาล,ลพบุรี,15.327433,101.212404,"WL,Q",51.9,50.8,51.9,980,,
390,S.44,แม่น้ำป่าสัก,บ้านเสาไห้,เสาไห้,สระบุรี,14.546668,100.890074,"WL,Q",,,,,,
391,S.51,แม่น้ำป่าสัก,บ้านใหม่วังสีมา,หนองไผ่,เพชรบูรณ์,16.114964,101.097023,"WL,Q",,,,,,
392,S.52,แม่น้ำป่าสัก,บ้านท่าไม้ทอง,ศรีเทพ,เพชรบูรณ์,15.436763,101.101093,"WL,Q",,,,,,
393,S.53,แม่น้ำป่าสัก,บ้านวังรู,หล่มสัก,เพชรบูรณ์,,,"WL,Q",,,,,,
394,T.1,แม่น้ำท่าจีน,หน้าที่ว่าการอำเภอ,นครชัยศรี,นครปฐม,13.801709,100.187882,WL,11.2,10.95,11.2,,,
395,T.10,แม่น้ำท่าจีน,บ้านวัดพระรูป,เมือง,สุพรรณบุรี,14.467108,100.115177,"WL,Q",6,5.4,6,,,
396,T.11,ห้วยกระเสียว,บ้านผาทั่ง,บ้านไร่,อุทัยธานี,,,WL,,,,,,
397,T.12A,ห้วยกระเสียว,บ้านทับหมัน,ด่านช้าง,สุพรรณบุรี,15.01438,99.616565,"WL,Q",,,,,,
398,T.13,แม่น้ำท่าจีน,บ้านบางการ้อง,สองพี่น้อง,สุพรรณบุรี,14.156815,100.127385,WL,6.4,6.16,6.4,,,
399,T.14,แม่น้ำท่าจีน,รร.บ้านสามพราน,สามพราน,นครปฐม,13.723567,100.21601,WL,10.3,10,10.3,,,
400,T.15,แม่น้ำท่าจีน,วัดบางไผ่นารถ,บางเลน,นครปฐม,14.0518,100.175342,WL,7.8,7.6,7.8,,,
401,C.30,ห้วยขุนแก้ว,บ้านสมอทอง,ห้วยคต,อุทัยธานี,,,"WL,R",,,,,,
402,C.51,ห้วยขุนแก้ว,บ้านกุดจอก,หนองมะโมง,ชัยนาท,15.293675,99.903066,WL,,,,,,
403,C.58,คลองกระทง,บ้านหนองบัว,วัดสิงห์,ชัยนาท,,,"WL,Q",,,,,,
404,K.2B,แม่น้ำแม่กลอง,สะพานธนะรัชต์,เมือง,ราชบุรี,13.541195,99.824104,WL,14.3,11.4,14.3,,,
405,K.3A,แม่น้ำแม่กลอง,บ้านลุ่มดงกระเบา,เมือง,กาญจนบุรี,13.995461,99.538047,WL,11.8,9.4,11.8,,,
406,K.10,แม่น้ำแควน้อย,บ้านลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,14.092003,99.178571,"WL,Q,R",10.3,8.2,10.3,1020,740,1020
407,K.11A,แม่น้ำแม่กลอง,บ้านวังขนาย,ท่าม่วง,กาญจนบุรี,13.950238,99.645159,"WL,Q",6.2,4.9,6.2,1495,900,1495
408,K.12,ลำตะเพิน,บ้านทุ่งนานางหรอก,เมือง,กาญจนบุรี,14.175436,99.434146,"WL,Q,R",6.1,4.9,6.1,170,115,170
409,K.17,ลำภาชี,บ้านบ่อ,สวนผึ้ง,ราชบุรี,,,"WL,R",,,,,,
410,K.22A,ห้วยแม่น้ำน้อย,บ้านแม่น้ำน้อย,ไทรโยค,กาญจนบุรี,,,"WL,R",,,,,,
411,K.22C,ห้วยแม่น้ำน้อย,บ้านแม่น้ำน้อย,ไทรโยค,กาญจนบุรี,,,"WL,Q",,,,,,
412,K.25A,ห้วยท่าเคย,บ้านคา,บ้านคา,ราชบุรี,13.402928,99.417037,"WL,Q",4.9,3.9,4.9,320,200,320
413,K.30,ห้วยแม่น้ำเลาะ,บ้านไทรโยค,ไทรโยค,กาญจนบุรี,,,"WL,Q",,,,,,
414,K.31,ห้วยแม่น้ำน้อย,บ้านน้ำโจน,ไทรโยค,กาญจนบุรี,14.434116,98.809165,"WL,Q",14.8,11.8,14.8,2210,1770,2210
415,K.32A,ห้วยบ้องตี้,บ้านบ้องตี้น้อย,ไทรโยค,กาญจนบุรี,14.276192,98.931065,"WL,Q,R",6,4.8,6,350,185,350
416,K.35A,แม่น้ำแควใหญ่,บ้านหนองบัว,เมือง,กาญจนบุรี,14.058624,99.445228,"WL,Q",5.5,4.4,5.5,440,260,440
417,K.36,แม่น้ำแควใหญ่,บ้านท่ามะนาว,เมือง,กาญจนบุรี,,,WL,,,,,,
418,K.37,แม่น้ำแควน้อย,บ้านวังเย็น,เมือง,กาญจนบุรี,13.939994,99.41607,"WL,Q,R",11.65,9.3,11.65,1955,1290,1955
419,K.38A,ห้วยลิ่นถิ่น,บ้านหนองบาง,ทองผาภูมิ,กาญจนบุรี,,,"WL,Q",,,,,,
420,K.39,ห้วยองธิ,บ้านองธิ,ทองผาภูมิ,กาญจนบุรี,,,"WL,Q",,,,,,
421,K.49,ลำตะเพิน,บ้านยางสูง,บ่อพลอย,กาญจนบุรี,14.48935,99.469758,WL,4.5,3.6,4.5,,,
422,K.50A,ห้วยดินโส,บ้านสหกรณ์นิคม,ทองผาภูมิ,กาญจนบุรี,,,WL,,,,,,
423,K.53,ห้วยแม่กระบาล,บ้านหนองจิก,ไทรโยค,กาญจนบุรี,,,"WL,R",,,,,,
424,K.54,แม่น้ำแควน้อย,บ้านลิ่นถิ่น,ทองผาภูมิ,กาญจนบุรี,14.535959,98.787688,"WL,Q,R",8,6.4,8,1080,790,1080
425,K.55A,แม่น้ำแม่กลอง,สะพานค่ายหลวง,บ้านโป่ง,ราชบุรี,13.818668,99.864743,"WL,Q",9,7.2,9,1730,1165,1730
426,K.56A,แม่น้ำแม่กลอง,บ้านหม้อ,โพธาราม,ราชบุรี,13.741181,99.842938,"WL,Q",10.3,8.2,10.3,,,
427,K.57,แม่น้ำแม่กลอง,บ้านกระดังงา,บางคนที,สมุทรสงคราม,13.468574,99.939382,WL,15.5,13.95,15.5,,,
428,K.58,แม่น้ำแควน้อย,บ้านปากแซง,ไทรโยค,กาญจนบุรี,14.215224,99.058218,"WL,Q",6.3,5,6.3,630,465,630
429,K.60,ห้วยกุยมั่ง,บ้านกุยมั่ง,ทองผาภูมิ,กาญจนบุรี,,,"WL,Q",,,,,,
430,K.61,ลำภาชี,บ้านด่านทับตะโก,จอมบึง,ราชบุรี,13.69253,99.44971,"WL,Q,R",4.65,3.7,4.65,,,
431,K.62,ลำภาชี,บ้านหนองไผ่,ด่านมะขามเตี้ย,กาญจนบุรี,13.781018,99.420996,"WL,Q",5.8,4.65,5.8,,,
432,K.63,แม่น้ำแม่กลอง,บ้านใหม่,ท่าม่วง,กาญจนบุรี,,,"WL,Q",,,,,,
433,K.64,ลำภาชี,บ้านทุ่งแหลม,สวนผึ้ง,ราชบุรี,,,"WL,Q",,,,,,
434,K.65,ห้วยอู่ล่อง,บ้านอู่ล่อง,ทองผาภูมิ,กาญจนบุรี,,,"WL,Q",,,,,,
435,Kgt.1,แม่น้ำปราจีนบุรี,สะพานณรงค์ดำริ,เมือง,ปราจีนบุรี,14.051492,101.367575,"WL,Q",4.13,3.8,4.13,,,
436,Kgt.3,แม่น้ำปราจีนบุรี,สะพานต้นน้ำบางปะกง,กบินทร์บุรี,ปราจีนบุรี,13.986694,101.705389,"WL,Q",8.79,7.74,8.79,529,424,529
437,Kgt.6,แม่น้ำปราจีนบุรี,บ้านทาม,ศรีมหาโพธิ์,ปราจีนบุรี,13.973413,101.517451,"WL,Q",6.61,5.29,6.61,,,
438,Kgt.9,คลองพระสทึง,บ้านเขาฉกรรจ์,เขาฉกรรจ์,สระแก้ว,13.669512,102.074753,"WL,Q",10,9.01,10,473,379.2,473
439,Kgt.10,คลองพระสทึง,บ้านเนินผาสุก,เมือง,สระแก้ว,13.809596,102.054386,"WL,Q,R",11,9.98,11,300,240.9,300
440,Kgt.12A,คลองพระปรง,บ้านแก้ง,เมือง,สระแก้ว,13.938871,101.97695,"WL,Q",8.57,7.89,8.57,108,86.6,108
441,Kgt.13A,คลองพระปรง,บ้านโนนสุขภูมิ,กบินทร์บุรี,ปราจีนบุรี,13.910088,101.838211,"WL,Q,R",16.17,14.49,16.17,336.8,269.6,336.8
442,Kgt.14A,คลองยาง,บ้านทุ่งแฝก,นาดี,ปราจีนบุรี,14.161249,101.883015,"WL,Q",5.07,4.58,5.07,122.6,98.4,122.6
443,Kgt.15B,ห้วยโสมง,บ้านแก่งดินสอ,นาดี,ปราจีนบุรี,14.06495,101.923601,"WL,Q",7.84,7.01,7.84,292.7,234.6,292.7
444,Kgt.18,คลองสียัด,บ้านท่ากลอย,ท่าตะเกียบ,ฉะเชิงเทรา,,,WL,,,,,,
445,Kgt.19A,คลองหลวง,บ้านท่าบุญมี,เกาะจันทร์,ชลบุรี,13.40475,101.281719,"WL,Q",4.8,4.33,4.8,83.95,67.5,83.95
446,Kgt.30,แม่น้ำบางปะกง,สะพานหน้าสถานีดับเพลิงจังหวัด,เมือง,ฉะเชิงเทรา,13.687966,101.077034,WL,1.7,1.36,1.7,,,
447,Kgt.33,แควน้ำใส,บ้านหนองแหน,นาดี,ปราจีนบุรี,,,"WL,Q",,,,,,
448,Kgt.34,แควหนุมาน,บ้านชะอม,นาดี,ปราจีนบุรี,14.104612,101.744138,"WL,Q,R",7.56,6.79,7.56,407.6,326.75,407.6
449,Kgt.38,คลองพระเพลิงใหญ่,บ้านภูเงิน,เขาฉกรรจ์,สระแก้ว,,,"WL,Q",,,,,,
450,Kgt.40,คลองพระสทึง,บ้านวังเจริญ,วังสมบูรณ์,สระแก้ว,,,"WL,Q",,,,,,
451,Kgt.42,คลองพระสทึง,บ้านท่าระพา,เมือง,สระแก้ว,,,"WL,Q",,,,,,
452,Kgt.43A,แควหนุมาน,บ้านนาแขม,กบินทร์บุรี,ปราจีนบุรี,14.021743,101.750666,"WL,Q",10.15,9.48,10.15,623,499,623
453,Kgt.44,คลองพระปรง,บ้านแก่งไทร,เมือง,สระแก้ว,,,"WL,Q",,,,,,
454,Kgt.45,คลองพระสทึง,บ้านตาเรืองล่าง,สอยดาว,จันทบุรี,,,"WL,Q",,,,,,
455,Kgt.47,คลองพระสทึง,บ้านด่านชัยพัฒนา,วังน้ำเย็น,สระแก้ว,,,"WL,Q",,,,,,
456,Kgt.51,คลองประจันตคาม,บ้านประจันตคาม,ประจันตคาม,ปราจีนบุรี,,,"WL,Q",,,,,,
457,Kgt.65,คลองพระปรง,บ้านท่าพระจันทร์,วัฒนานคร,สระแก้ว,,,WL,,,,,,
458,Kgt.66,ห้วยโสมง,บ้านแก่งดินสอ,นาดี,ปราจีนบุรี,,,"WL,Q",,,,,,
459,Ny.1B,แม่น้ำนครนายก,บ้านเขานางบวช,เมือง,นครนายก,14.245822,101.274251,"WL,Q,R",8.81,8.44,8.81,242,193.6,242
460,Ny.3,คลองบ้านนา,บ้านป่าขะ,บ้านนา,นครนายก,14.286397,101.070506,"WL,Q",6.26,5.82,6.26,93.7,75.3,93.7
461,Ny.4,คลองท่าด่าน,บ้านนาหินลาด,ปากพลี,นครนายก,,,"WL,Q,R",,,,,,
462,Ny.6,คลองบ้านนา,บ้านชะอม,แก่งคอย,สระบุรี,,,"WL,Q,R",,,,,,
463,Ny.7,แม่น้ำนครนายก,สะพานหน้าจวนผู้ว่าฯ,เมือง,นครนายก,14.200478,101.219318,"WL,Q,R",6.56,5.25,6.56,,,
464,Tl.3,คลองพระพุทธ,บ้านพังงอน,โป่งน้ำร้อน,จันทบุรี,,,"WL,Q",,,,,,
465,Tl.4,คลองตาคง,บ้านคลองตาคง,โป่งน้ำร้อน,จันทบุรี,,,"WL,Q",,,,,,
466,Tl.6,คลองทุ่งกร่าง,บ้านทุ่งกร่าง,โป่งน้ำร้อน,จันทบุรี,,,"WL,Q",,,,,,
467,Z.10,แม่น้ำเขาสมิง,บ้านศรีบัวทอง,เขาสมิง,ตราด,12.4765,102.477867,"WL,Q,R",11.5,10.59,11.5,444,355.2,444
468,Z.11,คลองประแสร์,บ้านเขาวังไทร,แกลง,ระยอง,12.85775,101.615722,"WL,Q,R",6.53,5.76,6.53,154.4,123.6,154.4
469,Z.13,แม่น้ำจันทบุรี,บ้านปึก,มะขาม,จันทบุรี,12.763234,102.138036,"WL,Q",6.02,5.02,6.02,226.4,181.4,226.4
470,Z.14,คลองพยาธิ,บ้านฉมัน,มะขาม,จันทบุรี,12.744513,102.206423,"WL,Q",7.95,7.48,7.95,201,160.8,201
471,Z.18,คลองโพล้,บ้านชำฆ้อ,เขาชะเมา,ระยอง,,,"WL,Q,R",,,,,,
472,Z.21,คลองโป่ง,บ้านโป่งโรงเซ็น,มะขาม,จันทบุรี,12.791958,102.25467,"WL,Q,R",7.49,6.55,7.49,211.05,169,211.05
473,Z.28,คลองโตนด,บ้านขุนซ่อง,แก่งหางแมว,จันทบุรี,13.077349,101.945525,"WL,Q,R",6.49,5.87,6.49,105.65,84.6,105.65
474,Z.30,คลองสะตอ,บ้านหนองบัว,เขาสมิง,ตราด,,,"WL,Q",,,,,,
475,Z.38,คลองทับมา,บ้านเขาโบสถ์,เมือง,ระยอง,12.737965,101.228398,"WL,Q",2.5,2.15,2.5,52.5,42,52.5
476,Z.45,คลองคอแล,บ้านคอแล,บ่อไร่,ตราด,,,"WL,Q",,,,,,
477,Z.46,คลองโสน,บ้านนนทรีย์,บ่อไร่,ตราด,,,"WL,Q",,,,,,
478,Z.47A,คลองจันทิ,บ้านคลองขวาง,เมือง,ตราด,,,"WL,Q",,,,,,
479,Z.52,คลองพรานบุญ,บ้านคลองยายไท,แก่งหางแมว,จันทบุรี,,,"WL,Q",,,,,,
480,Z.53,แม่น้ำจันทบุรี,บ้านทุ่งตาอิน,เขาคิชฌกูฏ,จันทบุรี,,,"WL,Q",,,,,,
481,Z.55,แม่น้ำจันทบุรี,บ้านวังจะอ้าย,มะขาม,จันทบุรี,,,"WL,Q",,,,,,
482,Z.56,คลองทุ่งเพล,บ้านตะบกเตี้ย,มะขาม,จันทบุรี,,,"WL,Q",,,,,,
483,Z.57,แม่น้ำจันทบุรี,สะพานวัดจันทนาราม,เมือง,จันทบุรี,12.613591,102.11411,"WL,Q",3.44,2.87,3.44,464.8,372.2,464.8
484,Z.58,แม่น้ำเขาสมิง,บ้านเขาสมิง,เขาสมิง,ตราด,12.357309,102.437893,"WL,Q",4.5,3.6,4.5,,,
485,Z.59,คลองบ่อไร่,บ้านบ่อไร่,บ่อไร่,ตราด,,,"WL,Q",,,,,,
486,Z.62,คลองใหญ่,บ้านค่าย,บ้านค่าย,ระยอง,12.783579,101.295947,"WL,Q",6.85,6.23,6.85,153,122.5,153
487,Z.64,แม่น้ำจันทบุรี,บ้านท่าหลวง,มะขาม,จันทบุรี,12.657201,102.154389,"WL,Q",7.21,6.43,7.21,470.2,376.6,470.2
488,Z.65,คลองประแกต,บ้านวังอีแอ่น,แก่งหางแมว,จันทบุรี,,,"WL,Q",,,,,,
489,Z.66,คลองพร้าว,บ้านคลองพร้าว,เกาะช้าง,ตราด,,,"WL,Q",,,,,,
490,B.3A,แม่น้ำเพชรบุรี,บ้านสองพี่น้อง,แก่งกระจาน,เพชรบุรี,12.863529,99.678445,"WL,Q",4.4,3.5,4.4,260,170,260
491,B.6A,ห้วยแม่ประจันต์,สะพานท่าเกวียน,แก่งกระจาน,เพชรบุรี,12.963797,99.764473,"WL,Q",6,4.8,6,300,180,300
492,B.8A,ห้วยผาก,บ้านโพรงเข้,ท่ายาง,เพชรบุรี,12.815085,99.700889,WL,6,4.8,6,,,
493,B.9,แม่น้ำเพชรบุรี,บ้านสาระเห็ด,ท่ายาง,เพชรบุรี,12.806147,99.770401,"WL,Q",6.2,4.95,6.2,300,160,300
494,B.10,แม่น้ำเพชรบุรี,ตลาดท่ายาง,ท่ายาง,เพชรบุรี,12.973937,99.887839,"WL,Q",8.5,6.8,8.5,400,230,400
495,B.11,ห้วยแม่ประจันต์,บ้านจะโปรง,หนองหญ้าปล้อง,เพชรบุรี,13.174708,99.68074,"WL,Q,R",5.6,4.5,5.6,,,
496,B.15,แม่น้ำเพชรบุรี,ข้างจวนผู้ว่าฯ,เมือง,เพชรบุรี,13.111236,99.948492,"WL,Q",5.1,3.8,5.1,150,100,150
497,B.16,แม่น้ำเพชรบุรี,สะพานบ้านลาด,บ้านลาด,เพชรบุรี,13.049044,99.91844,"WL,Q",6.9,5.5,6.9,185,120,185
498,B.17,แม่น้ำเพชรบุรี,ต.ต้นมะม่วง,เมือง,เพชรบุรี,,,WL,,,,,,
499,B.18,แม่น้ำเพชรบุรี,บ้านเขาลูกช้าง,ท่ายาง,เพชรบุรี,12.813373,99.794023,"WL,Q",7,5.6,7,290,180,290
500,Gt.1,คลองเขาแดง,บ้านเขาแดง,กุยบุรี,ประจวบคีรีขันธ์,,,WL,,,,,,
501,Gt.7,คลองบางสะพาน,บ้านวังยาว,บางสะพาน,ประจวบคีรีขันธ์,11.240761,99.436208,"WL,Q,R",7.5,5.6,7.5,825,480,825
502,Gt.8,คลองหว้าโทน,บ้านไร่คลอง,เมือง,ประจวบคีรีขันธ์,,,WL,,,,,,
503,Gt.9,คลองทับสะแก,บ้านกลาง,ทับสะแก,ประจวบคีรีขันธ์,11.496574,99.602387,"WL,Q,R",4,3,4,100,60,100
504,Gt.10,คลองกรูด,บ้านหนองหญ้าปล้อง,บางสะพาน,ประจวบคีรีขันธ์,11.40416,99.51922,"WL,Q",6.5,4.9,6.5,280,150,280
505,Gt.11,คลองใหญ่,บ้านช้างแรก,บางสะพานน้อย,ประจวบคีรีขันธ์,11.064306,99.372249,"WL,Q",3,2.1,3,85,35,85
506,Gt.12A,คลองลำชู,บ้านห้วยสัก,บางสะพานน้อย,ประจวบคีรีขันธ์,,,WL,,,,,,
507,Gt.15,ห้วยทราย,บ้านสวนสนห้วยทราย,เมือง,ประจวบคีรีขันธ์,,,WL,,,,,,
508,Gt.16,คลองหินจวง,บ้านหินจวง,เมือง,ประจวบคีรีขันธ์,,,WL,,,,,,
509,Gt.17,ห้วยยาง,บ้านห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,,,"WL,Q",,,,,,
510,Gt.18,คลองจะกระ,บ้านจักรล่าง,ทับสะแก,ประจวบคีรีขันธ์,,,"WL,Q",,,,,,
511,Gt.20,คลองบางสะพาน,ร.ร.อนุบาลบางสะพาน,บางสะพาน,ประจวบคีรีขันธ์,11.205549,99.50856,"WL,Q",6,5.4,6,,,
512,Gt.20A,คลองบางสะพาน,บ้านห้วยทรายขาว,บางสะพาน,ประจวบคีรีขันธ์,,,"WL,Q",,,,,,
513,Gt.21,คลองลัดบางสะพาน,บ้านพงศ์ประศาสน์,บางสะพาน,ประจวบคีรีขันธ์,11.20307,99.50835,"WL,Q",6,4.5,6,,,
514,Gt.22,คลองบางสะพาน,ร.ร.อนุบาลบางสะพาน,บางสะพาน,ประจวบคีรีขันธ์,,,"WL,Q",,,,,,
515,Ky.3,แม่น้ำกุยบุรี,บ้านทุ่งแฝก,กุยบุรี,ประจวบคีรีขันธ์,12.097618,99.788553,"WL,Q",4.4,3.3,4.4,340,270,340
516,Pr.1,แม่น้ำปราณบุรี,บ้านเขาน้อย,ปราณบุรี,ประจวบคีรีขันธ์,12.389905,99.911128,WL,8,6,8,,,
517,X.5C,แม่น้ำตาปี,บ้านท่าข้าม,พุนพิน,สุราษฎร์ธานี,9.113215,99.223678,WL,2.5,1.8,2.5,,,
518,X.36,คลองพุมดวง,บ้านท่าขนอน,คีรีรัฐนิคม,สุราษฎร์ธานี,9.029404,98.969551,"WL,Q,R",10.2,9,10.2,1112,944,1112
519,X.37A,แม่น้ำตาปี,บ้านย่านดินแดง,พระแสง,สุราษฎร์ธานี,8.570979,99.253867,"WL,Q,R",11.7,10.7,11.7,556,431,556
520,X.46,คลองรับร่อ,บ้านท่าข้าม,ท่าแซะ,ชุมพร,,,"WL,Q",,,,,,
521,X.53A,คลองชุมพร,บ้านวังไผ่,เมือง,ชุมพร,10.507196,99.117796,WL,8.7,7,8.7,200.5,121,200.5
522,X.55,คลองท่าดี,บ้านท่าใหญ่,ลานสกา,นครศรีธรรมราช,,,WL,22.23,20.5,22.23,,,
523,X.64,คลองท่าแซะ,บ้านท่าแซะ,ท่าแซะ,ชุมพร,10.665624,99.171227,"WL,Q,R",17.13,15.5,17.13,452.5,263,452.5
524,X.70,คลองบ้านตาล,บ้านวังก้อง,เมือง,นครศรีธรรมราช,,,WL,,,,,,
525,X.149,คลองกลาย,บ้านท้ายนา,นบพิตำ,นครศรีธรรมราช,8.73097,99.746083,"WL,Q,R",33.96,32.5,33.96,1932,1202.5,1932
526,X.158,คลองท่าตะเภา,บ้านวังครก,ท่าแซะ,ชุมพร,10.594507,99.141773,"WL,Q,R",11.5,10,11.5,703.5,456,703.5
527,X.167,คลองเสาธง,บ้านเสาธง,ร่องพิบูลย์,นครศรีธรรมราช,8.280928,99.905808,"WL,Q",,,,,,
